pollutant,h,fe_type,data_ver,model,train_n,train_n_eff,clean_removed,RMSE,MAE,R2
NOx(GT),1,merge,orig,LinReg,6006.0,6006.0,0.0,92.06608083268111,63.46984786493364,0.806483191625679
NOx(GT),1,N/A,N/A,Naive,,,,109.74626074927022,71.86928944570292,0.7250214328719691
NOx(GT),1,daily,cleaned,RF,252.0,252.0,0.0,96.47521297564565,69.47365773623851,0.46040610024266293
NOx(GT),1,daily,orig,RF,252.0,252.0,0.0,98.36519654671251,70.03679288758777,0.43905734284614806
NOx(GT),1,hourly,cleaned,RF,6414.0,6414.0,176.0,90.55070846639344,59.744879258395855,0.8128011890847584
NOx(GT),1,hourly,orig,RF,6590.0,6590.0,0.0,90.46182666703916,59.956608647801,0.8131685059501719
NOx(GT),1,merge,cleaned,RF,5845.0,5845.0,161.0,85.72012096042266,57.71573101610241,0.83224134673103
NOx(GT),1,merge,orig,RF,6006.0,6006.0,0.0,84.10600252561831,56.97798211193926,0.8384996884747411
NOx(GT),1,daily,cleaned,XGB,252.0,252.0,0.0,89.7683370615206,66.65775167813865,0.5328225203792419
NOx(GT),1,daily,orig,XGB,252.0,252.0,0.0,98.49876762034981,70.75034685032342,0.4375328893446928
NOx(GT),1,hourly,cleaned,XGB,6414.0,6414.0,176.0,86.58591440189322,57.65675619835276,0.8288354289331852
NOx(GT),1,hourly,orig,XGB,6590.0,6590.0,0.0,88.22481131108893,59.62953529186848,0.8222945050904891
NOx(GT),1,merge,cleaned,XGB,5845.0,5845.0,161.0,82.4339318509955,57.086279638786486,0.8448572767628515
NOx(GT),1,merge,orig,XGB,6006.0,6006.0,0.0,82.02043364997077,56.44249995592286,0.8464098010810903
NOx(GT),6,daily,cleaned,LinReg,252.0,252.0,0.0,74.41670909739832,56.140694716305454,0.2705363794008828
NOx(GT),6,daily,orig,LinReg,252.0,252.0,0.0,90.3623469892095,76.64325562808833,-0.07556762588498445
NOx(GT),6,hourly,cleaned,LinReg,6409.0,6409.0,176.0,186.85935536254095,136.49413562978242,0.20435635732790225
NOx(GT),6,hourly,orig,LinReg,6585.0,6585.0,0.0,188.258398852251,134.59860180175775,0.1923975535746837
NOx(GT),6,merge,cleaned,LinReg,5840.0,5840.0,161.0,151.69827670611278,111.44903922082459,0.47561507396892044
NOx(GT),6,merge,orig,LinReg,6001.0,6001.0,0.0,147.7452030043684,104.79120368803443,0.5025886593087647
NOx(GT),6,N/A,N/A,Naive,,,,272.95000455845326,208.58830765666627,-0.697677200932731
NOx(GT),6,daily,cleaned,RF,252.0,252.0,0.0,63.253755429608134,50.010312310092125,0.47296998799975687
NOx(GT),6,daily,orig,RF,252.0,252.0,0.0,62.78104498929481,47.3920630736909,0.4808177963595466
NOx(GT),6,hourly,cleaned,RF,6409.0,6409.0,176.0,236.08137233997624,160.98495811670261,-0.2700252241345029
NOx(GT),6,hourly,orig,RF,6585.0,6585.0,0.0,230.22546217364504,156.28417062308355,-0.20780163028337095
NOx(GT),6,merge,cleaned,RF,5840.0,5840.0,161.0,133.96237793233624,96.7308502532882,0.5910647006845686
NOx(GT),6,merge,orig,RF,6001.0,6001.0,0.0,125.92180020821716,89.44879490030984,0.6386810394351121
NOx(GT),6,daily,cleaned,XGB,252.0,252.0,0.0,56.039330311094986,42.671319079655476,0.5863351778260181
NOx(GT),6,daily,orig,XGB,252.0,252.0,0.0,59.809384799382336,44.897638546523226,0.5288042251971159
NOx(GT),6,hourly,cleaned,XGB,6409.0,6409.0,176.0,178.79128275827028,121.49386281667131,0.2715804637325284
NOx(GT),6,hourly,orig,XGB,6585.0,6585.0,0.0,175.80202928777382,120.58751539894705,0.2957340813618987
NOx(GT),6,merge,cleaned,XGB,5840.0,5840.0,161.0,132.1726754183811,95.60455923787663,0.601918251228241
NOx(GT),6,merge,orig,XGB,6001.0,6001.0,0.0,123.30819175193383,88.24508447368493,0.653524314467693
NOx(GT),12,daily,cleaned,LinReg,252.0,252.0,0.0,114.68870332804497,89.7660313010594,0.6748407482880519
NOx(GT),12,daily,orig,LinReg,252.0,252.0,0.0,115.49971196237568,89.07883412583698,0.6702258325993913
NOx(GT),12,hourly,cleaned,LinReg,6409.0,6409.0,176.0,177.65046057772457,118.81725848004335,0.28194568557615995
NOx(GT),12,hourly,orig,LinReg,6585.0,6585.0,0.0,181.1591978734567,120.63632755915778,0.2533012942320061
NOx(GT),12,merge,cleaned,LinReg,5840.0,5840.0,161.0,156.42677713232433,111.13061801477792,0.44326719094363365
NOx(GT),12,merge,orig,LinReg,6001.0,6001.0,0.0,165.95452219475666,113.02695112926897,0.3733820911246222
NOx(GT),12,N/A,N/A,Naive,,,,265.19250199390547,204.84603370763898,-0.6000999141764032
NOx(GT),12,daily,cleaned,RF,252.0,252.0,0.0,114.29655696135117,84.25000471549984,0.6770605314541913
NOx(GT),12,daily,orig,RF,252.0,252.0,0.0,125.13447872041522,87.16700852339947,0.6129128024641348
NOx(GT),12,hourly,cleaned,RF,6409.0,6409.0,176.0,189.1259894009399,129.67361383348617,0.18618245882660922
NOx(GT),12,hourly,orig,RF,6585.0,6585.0,0.0,193.27621505780394,138.29535098817308,0.15007335429133062
NOx(GT),12,merge,cleaned,RF,5840.0,5840.0,161.0,163.05293025387746,122.7275372634407,0.39510243477323015
NOx(GT),12,merge,orig,RF,6001.0,6001.0,0.0,152.31934897484504,113.89788354959754,0.4721205322832116
NOx(GT),12,daily,cleaned,XGB,252.0,252.0,0.0,108.04647697969371,79.86551461168514,0.7114134731769939
NOx(GT),12,daily,orig,XGB,252.0,252.0,0.0,133.1352407966572,96.77185632849252,0.5618317688208354
NOx(GT),12,hourly,cleaned,XGB,6409.0,6409.0,176.0,182.55957350052907,125.48900019579935,0.2417125899898951
NOx(GT),12,hourly,orig,XGB,6585.0,6585.0,0.0,171.66356162249824,120.26872169067146,0.3295276719470104
NOx(GT),12,merge,cleaned,XGB,5840.0,5840.0,161.0,149.53590337852185,109.35096889941099,0.4912369316429759
NOx(GT),12,merge,orig,XGB,6001.0,6001.0,0.0,143.79456563690857,102.84470129507305,0.5295542310597079
NOx(GT),24,daily,cleaned,LinReg,252.0,252.0,0.0,160.93842359574785,93.03104831914374,0.09483595586941984
NOx(GT),24,daily,orig,LinReg,252.0,252.0,0.0,164.8119804003727,92.80474671157424,0.050739600063473445
NOx(GT),24,hourly,cleaned,LinReg,6409.0,6409.0,176.0,174.15931939150968,126.01703539877937,0.3105918370703282
NOx(GT),24,hourly,orig,LinReg,6585.0,6585.0,0.0,175.76723011902024,125.9976634841899,0.2978032722000906
NOx(GT),24,merge,cleaned,LinReg,5840.0,5840.0,161.0,182.73691497073065,129.81939692245066,0.24101086119255422
NOx(GT),24,merge,orig,LinReg,6001.0,6001.0,0.0,203.29366812385183,145.4834530156997,0.06064297426690002
NOx(GT),24,N/A,N/A,Naive,,,,202.41460811871073,136.47123491795085,0.06874913800989113
NOx(GT),24,daily,cleaned,RF,252.0,252.0,0.0,151.1172743682928,93.84373739892145,0.20193910363376855
NOx(GT),24,daily,orig,RF,252.0,252.0,0.0,147.23512643834468,86.72755937486933,0.24241620693539678
NOx(GT),24,hourly,cleaned,RF,6409.0,6409.0,176.0,189.9170468569363,130.23762443119077,0.18019439967828788
NOx(GT),24,hourly,orig,RF,6585.0,6585.0,0.0,198.14451262694493,133.27976335222945,0.10762564131818964
NOx(GT),24,merge,cleaned,RF,5840.0,5840.0,161.0,210.9061645067933,148.43217710856186,-0.011024153935687231
NOx(GT),24,merge,orig,RF,6001.0,6001.0,0.0,221.6547785039837,150.48449472104306,-0.11670170825376358
NOx(GT),24,daily,cleaned,XGB,252.0,252.0,0.0,150.85269170650503,95.24377814583157,0.20473121630441726
NOx(GT),24,daily,orig,XGB,252.0,252.0,0.0,148.92148404467008,93.21769581670347,0.22496285223716783
NOx(GT),24,hourly,cleaned,XGB,6409.0,6409.0,176.0,190.33898166007398,132.14189833021834,0.17654766269714373
NOx(GT),24,hourly,orig,XGB,6585.0,6585.0,0.0,191.14076997551842,131.9423202459338,0.16959559171261596
NOx(GT),24,merge,cleaned,XGB,5840.0,5840.0,161.0,194.3343280377886,140.6967495156458,0.1416151782481373
NOx(GT),24,merge,orig,XGB,6001.0,6001.0,0.0,191.70608061143233,133.59460923160748,0.16467638334260115
